txn_id,user_id,merchant,category,amount,datetime,city,cashback,status
TXN002298,USR0260,DMart,Groceries,176.13,2024-03-20 16:37:55,Kolkata,2.65,approved
TXN002299,USR0171,McDonald's,Dining,686.38,2024-03-20 16:46:33,Pune,0.0,declined
TXN002300,USR0400,IRCTC,Travel,7059.11,2024-03-20 17:59:07,Bangalore,219.81,approved
TXN002301,USR0057,Netmeds,Healthcare,596.69,2024-03-20 18:04:37,Bangalore,14.56,approved
TXN002302,USR0025,Meesho,Shopping,2508.44,2024-03-20 18:09:23,Pune,61.54,approved
TXN002303,USR0342,Spencer's,Groceries,342.15,2024-03-20 18:38:18,Mumbai,6.12,approved
TXN002304,USR0151,Flipkart,Shopping,1816.4,2024-03-20 19:02:10,Mumbai,35.06,approved
TXN002305,USR0190,Cleartrip,Travel,5504.04,2024-03-20 19:19:19,Bangalore,140.71,approved
TXN002306,USR0294,Essar Fuel,Fuel,89.62,2024-03-20 19:40:23,Bangalore,0.62,approved
TXN002307,USR0222,Shell,Fuel,89.3,2024-03-20 20:05:44,Kolkata,0.57,approved
TXN002308,USR0033,Indian Oil,Fuel,110.55,2024-03-20 20:24:00,Pune,0.61,approved
TXN002309,USR0038,BigBasket,Groceries,327.39,2024-03-20 20:29:14,Kolkata,7.89,approved
TXN002310,USR0097,Reliance Fresh,Groceries,186.11,2024-03-20 20:29:27,Bangalore,3.32,approved
TXN002311,USR0394,INOX,Entertainment,273.49,2024-03-20 20:30:54,Bangalore,8.65,approved
TXN002312,USR0169,Nykaa,Shopping,532.79,2024-03-20 20:34:15,Mumbai,17.16,approved
TXN002313,USR0327,Amazon,Shopping,977.71,2024-03-20 21:11:05,Bangalore,39.55,approved
TXN002314,USR0072,Essar Fuel,Fuel,128.94,2024-03-20 21:57:13,Hyderabad,0.95,approved
TXN002315,USR0285,Haldiram's,Dining,1052.05,2024-03-20 22:23:38,Mumbai,18.13,approved
TXN002316,USR0174,Tata Power,Utilities,1126.38,2024-03-20 22:42:56,Mumbai,14.09,approved
TXN002317,USR0006,Swiggy,Dining,705.2,2024-03-20 22:47:12,Delhi,17.99,approved
TXN002318,USR0183,BPCL,Fuel,56.39,2024-03-20 23:41:11,Delhi,6.89,approved
TXN002319,USR0193,Croma,Electronics,6860.89,2024-03-21 00:57:16,Pune,0.0,declined
TXN002320,USR0193,Flipkart,Shopping,1518.84,2024-03-21 01:02:16,Delhi,0.0,declined
TXN002321,USR0193,Flipkart,Shopping,5791.92,2024-03-21 01:21:16,Pune,0.0,declined
TXN002322,USR0193,Apple Store,Electronics,966.31,2024-03-21 01:23:16,Bangalore,0.0,declined
TXN002323,USR0260,Flipkart,Shopping,520.91,2024-03-21 03:09:13,Delhi,20.71,approved
TXN002324,USR0179,BESCOM,Utilities,1279.36,2024-03-21 05:34:28,Bangalore,10.71,approved
TXN002325,USR0061,Ola Cabs,Travel,4781.35,2024-03-21 07:13:13,Chennai,0.0,declined
TXN002326,USR0120,Samsung Plaza,Electronics,6624.58,2024-03-21 07:59:23,Bangalore,74.74,approved
TXN002327,USR0212,Croma,Electronics,1743.62,2024-03-21 10:01:44,Jaipur,28.66,approved
TXN002328,USR0382,BPCL,Fuel,85.54,2024-03-21 11:02:17,Hyderabad,0.57,approved
TXN002329,USR0340,BigBasket,Groceries,192.33,2024-03-21 12:29:40,Pune,,approved
TXN002330,USR0270,McDonald's,Dining,353.62,2024-03-21 12:47:49,Pune,13.49,approved
TXN002331,USR0240,PVR Cinemas,Entertainment,297.0,2024-03-21 13:43:05,Mumbai,,approved
TXN002332,USR0351,DMart,Groceries,237.34,2024-03-21 15:07:10,Hyderabad,4.97,approved
TXN002333,USR0380,Indian Oil,Fuel,96.31,2024-03-21 18:14:03,Kolkata,,approved
TXN002334,USR0348,Medanta,Healthcare,330.2,2024-03-21 18:36:56,Pune,0.0,declined
TXN002335,USR0031,INOX,Entertainment,357.33,2024-03-21 19:35:59,Delhi,7.48,approved
TXN002336,USR0307,BigBasket,Groceries,185.89,2024-03-21 20:11:49,Mumbai,3.74,approved
TXN002337,USR0290,Essar Fuel,Fuel,106.18,2024-03-21 20:16:34,Mumbai,0.77,approved
TXN002338,USR0043,Swiggy,Dining,370.02,2024-03-21 20:47:12,Hyderabad,0.0,declined
TXN002339,USR0301,Shell,Fuel,82.5,2024-03-21 21:04:04,Mumbai,0.72,approved
TXN002340,USR0333,DMart,Groceries,332.04,2024-03-21 21:33:27,Bangalore,6.85,approved
TXN002341,USR0307,Indian Oil,Fuel,121.89,2024-03-21 21:50:48,Delhi,1.11,approved
TXN002342,USR0069,Airtel,Utilities,648.33,2024-03-21 21:56:01,Hyderabad,8.32,approved
TXN002343,USR0223,Amazon,Shopping,1365.43,2024-03-21 22:03:36,Kanpur,0.0,declined
TXN002344,USR0028,Zomato,Dining,411.66,2024-03-21 22:25:09,Kolkata,19.68,approved
TXN002345,USR0227,IndiGo,Travel,10.0,2024-03-21 22:57:56,Pune,0.39,approved
TXN002346,USR0285,Nykaa,Shopping,1218.64,2024-03-22 00:05:22,Delhi,21.5,approved
TXN002347,USR0265,Amazon,Shopping,2473.66,2024-03-22 03:53:02,Delhi,110.83,approved
TXN002348,USR0362,Dream11,Entertainment,208.88,2024-03-22 03:59:39,Chennai,31.42,approved
TXN002349,USR0211,McDonald's,Dining,278.38,2024-03-22 06:14:37,Pune,5.18,approved
TXN002350,USR0301,Tata Power,Utilities,557.93,2024-03-22 07:04:17,Mumbai,7.14,approved
TXN002351,USR0320,Amazon,Shopping,1532.69,2024-03-22 07:23:09,Mumbai,0.0,declined
TXN002352,USR0387,Nykaa,Shopping,889.52,2024-03-22 08:22:38,Delhi,15.87,approved
TXN002353,USR0165,HP Petrol Pump,Fuel,122.09,2024-03-22 09:03:39,Bangalore,0.82,approved
TXN002354,USR0017,IndiGo,Travel,10252.55,2024-03-22 09:04:24,Mumbai,2440.53,approved
TXN002355,USR0159,IndiGo,Travel,4734.25,2024-03-22 09:10:32,Kanpur,248.43,approved
TXN002356,USR0177,HP Petrol Pump,Fuel,111.66,2024-03-22 09:13:43,Hyderabad,0.99,approved
TXN002357,USR0138,Shell,Fuel,117.58,2024-03-22 11:29:48,Pune,1.03,approved
TXN002358,USR0324,BESCOM,Utilities,845.57,2024-03-22 11:43:59,Chennai,11.29,approved
TXN002359,USR0320,Zepto,Groceries,180.97,2024-03-22 12:17:05,Kanpur,3.61,approved
TXN002360,USR0059,PVR Cinemas,Entertainment,231.97,2024-03-22 12:31:48,Hyderabad,8.5,approved
TXN002361,USR0174,Indian Oil,Fuel,62.0,2024-03-22 12:35:13,Delhi,0.58,approved
TXN002362,USR0081,Haldiram's,Dining,636.94,2024-03-22 15:32:08,Mumbai,9.54,approved
TXN002363,USR0191,INOX,Entertainment,162.78,2024-03-22 16:40:58,Bangalore,5.5,approved
TXN002364,USR0203,Swiggy,Dining,611.17,2024-03-22 16:57:25,Pune,12.99,approved
TXN002365,USR0358,Hotstar,Entertainment,142.66,2024-03-22 17:01:01,Hyderabad,3.35,approved
TXN002366,USR0316,Essar Fuel,Fuel,74.83,2024-03-22 18:05:34,Chennai,0.49,approved
TXN002367,USR0386,Haldiram's,Dining,413.5,2024-03-22 18:07:44,Pune,7.53,approved
TXN002368,USR0236,INOX,Entertainment,502.4,2024-03-22 18:53:12,Bangalore,10.19,approved
TXN002369,USR0277,IRCTC,Travel,13184.18,2024-03-22 18:53:49,Kolkata,518.97,approved
TXN002370,USR0339,Essar Fuel,Fuel,51.36,2024-03-22 19:36:58,Kolkata,0.35,approved
TXN002371,USR0011,Nykaa,Shopping,623.87,2024-03-22 21:13:32,Jaipur,22.88,approved
TXN002372,USR0327,Cleartrip,Travel,11818.92,2024-03-22 21:14:03,Bangalore,,approved
TXN002373,USR0125,Netmeds,Healthcare,1274.98,2024-03-22 21:50:31,Bangalore,32.47,approved
TXN002374,USR0178,Haldiram's,Dining,654.49,2024-03-22 21:51:56,Bangalore,27.77,approved
TXN002375,USR0179,Apple Store,Electronics,3605.38,2024-03-22 21:55:53,Bangalore,71.69,approved
TXN002376,USR0040,Zepto,Groceries,200.41,2024-03-22 22:14:21,Mumbai,5.69,approved
TXN002377,USR0003,Reliance Digital,Electronics,1062.02,2024-03-23 00:14:35,Bangalore,18.86,approved
TXN002378,USR0288,Croma,Electronics,7106.62,2024-03-23 01:41:57,Delhi,1485.32,approved
TXN002379,USR0345,Indian Oil,Fuel,147.5,2024-03-23 01:51:29,Hyderabad,0.82,approved
TXN002380,USR0229,PVR Cinemas,Entertainment,139.34,2024-03-23 02:16:46,Bangalore,,approved
TXN002381,USR0364,Netmeds,Healthcare,567.1,2024-03-23 02:36:34,Bangalore,16.48,approved
TXN002382,USR0349,PVR Cinemas,Entertainment,252.32,2024-03-23 03:36:39,Kanpur,5.94,approved
TXN002383,USR0129,Indian Oil,Fuel,60.62,2024-03-23 03:49:10,Chennai,0.53,approved
TXN002384,USR0328,Zepto,Groceries,185.15,2024-03-23 04:03:56,Kanpur,3.34,approved
TXN002385,USR0076,Myntra,Shopping,1684.27,2024-03-23 04:07:25,Mumbai,31.9,approved
TXN002386,USR0271,Reliance Fresh,Groceries,203.1,2024-03-23 05:24:10,Mumbai,2.34,approved
TXN002387,USR0217,BigBasket,Groceries,179.92,2024-03-23 05:37:28,Delhi,3.14,approved
TXN002388,USR0368,Airtel,Utilities,1179.64,2024-03-23 05:38:33,Delhi,9.4,approved
TXN002389,USR0210,BigBasket,Groceries,192.3,2024-03-23 07:22:50,Bangalore,1.99,approved
TXN002390,USR0043,Zepto,Groceries,18.68,2024-03-23 07:24:51,Jaipur,0.55,approved
TXN002391,USR0186,Amazon,Shopping,4588.4,2024-03-23 07:40:02,Bangalore,0.0,declined
TXN002392,USR0186,Myntra,Shopping,5901.08,2024-03-23 07:56:02,Delhi,0.0,declined
TXN002393,USR0186,Cleartrip,Travel,2706.79,2024-03-23 08:07:02,Pune,0.0,declined
TXN002394,USR0197,PharmEasy,Healthcare,927.12,2024-03-23 08:33:24,Pune,0.0,declined
TXN002395,USR0337,Myntra,Shopping,1974.67,2024-03-23 08:48:46,Hyderabad,75.89,approved
TXN002396,USR0029,McDonald's,Dining,609.17,2024-03-23 14:35:49,Mumbai,24.92,approved
TXN002397,USR0265,Swiggy,Dining,805.42,2024-03-23 17:05:46,Mumbai,24.49,approved
TXN002398,USR0116,McDonald's,Dining,478.77,2024-03-23 17:17:11,Kolkata,110.5,approved
TXN002399,USR0223,Reliance Fresh,Groceries,70.01,2024-03-23 18:13:34,Pune,1.83,approved
TXN002400,USR0200,Meesho,Shopping,1526.58,2024-03-23 18:17:57,Jaipur,0.0,declined
TXN002401,USR0381,Netmeds,Healthcare,963.96,2024-03-23 18:24:32,Kolkata,23.18,approved
TXN002402,USR0022,Flipkart,Shopping,566.84,2024-03-23 18:26:21,Pune,17.16,approved
TXN002403,USR0338,Barbeque Nation,Dining,654.71,2024-03-23 18:59:04,Chennai,7.83,approved
TXN002404,USR0003,Meesho,Shopping,880.5,2024-03-23 20:12:22,Hyderabad,12.63,approved
TXN002405,USR0321,Essar Fuel,Fuel,76.92,2024-03-23 20:33:11,Jaipur,0.66,approved
TXN002406,USR0074,Reliance Digital,Electronics,5657.36,2024-03-23 20:51:42,Mumbai,108.68,approved
TXN002407,USR0054,Lenskart,Healthcare,1555.77,2024-03-23 22:03:11,Pune,42.91,approved
TXN002408,USR0077,BookMyShow,Entertainment,121.87,2024-03-23 22:21:44,Bangalore,4.42,approved
TXN002409,USR0100,Reliance Digital,Electronics,4838.32,2024-03-23 22:34:10,Hyderabad,71.12,approved
TXN002410,USR0387,Myntra,Shopping,1093.09,2024-03-23 22:53:45,Mumbai,38.28,approved
TXN002411,USR0110,Zepto,Groceries,435.14,2024-03-24 01:31:34,Bangalore,5.71,approved
TXN002412,USR0197,DMart,Groceries,175.34,2024-03-24 03:52:05,Hyderabad,4.24,approved
TXN002413,USR0222,Samsung Plaza,Electronics,5659.46,2024-03-24 06:23:14,Kolkata,0.0,declined
TXN002414,USR0152,MakeMyTrip,Travel,1105.64,2024-03-24 06:29:30,Delhi,42.09,approved
TXN002415,USR0327,Amazon,Shopping,1795.9,2024-03-24 09:57:44,Bangalore,48.46,approved
TXN002416,USR0377,McDonald's,Dining,505.56,2024-03-24 13:36:40,Hyderabad,5.83,approved
TXN002417,USR0212,Ola Cabs,Travel,3935.15,2024-03-24 14:45:49,Delhi,197.83,approved
TXN002418,USR0061,McDonald's,Dining,302.61,2024-03-24 16:07:26,Hyderabad,12.53,approved
TXN002419,USR0042,Essar Fuel,Fuel,174.22,2024-03-24 16:08:05,Delhi,1.65,approved
TXN002420,USR0122,Reliance Fresh,Groceries,220.82,2024-03-24 16:09:47,Bangalore,5.29,approved
TXN002421,USR0135,Haldiram's,Dining,772.59,2024-03-24 16:55:54,Mumbai,13.46,approved
TXN002422,USR0283,Barbeque Nation,Dining,168.56,2024-03-24 18:06:25,Kanpur,,approved
TXN002423,USR0155,Zepto,Groceries,108.7,2024-03-24 18:30:59,Kanpur,1.78,approved
TXN002424,USR0118,HP Petrol Pump,Fuel,45.58,2024-03-24 18:52:25,Pune,0.29,approved
TXN002425,USR0350,Samsung Plaza,Electronics,10.0,2024-03-24 19:18:02,Kolkata,,approved
TXN002426,USR0208,Zepto,Groceries,140.35,2024-03-24 19:28:31,Jaipur,3.89,approved
TXN002427,USR0393,McDonald's,Dining,423.87,2024-03-24 19:28:51,Chennai,16.89,approved
TXN002428,USR0243,Essar Fuel,Fuel,33.48,2024-03-24 19:42:44,Jaipur,0.32,approved
TXN002429,USR0319,MakeMyTrip,Travel,4761.45,2024-03-24 19:55:16,Delhi,0.0,declined
TXN002430,USR0214,DMart,Groceries,244.68,2024-03-24 20:16:27,Mumbai,3.52,approved
TXN002431,USR0007,BigBasket,Groceries,416.4,2024-03-24 20:24:21,Mumbai,12.49,approved
TXN002432,USR0356,BigBasket,Groceries,367.8,2024-03-24 20:31:12,Mumbai,4.28,approved
TXN002433,USR0120,Spencer's,Groceries,234.33,2024-03-24 21:01:54,Mumbai,2.69,approved
TXN002434,USR0251,INOX,Entertainment,377.43,2024-03-24 21:09:59,Delhi,5.77,approved
TXN002435,USR0381,BigBasket,Groceries,364.77,2024-03-24 21:11:11,Bangalore,8.62,approved
TXN002436,USR0194,Barbeque Nation,Dining,808.99,2024-03-24 21:17:58,Delhi,34.42,approved
TXN002437,USR0162,McDonald's,Dining,759.07,2024-03-24 21:19:30,Kolkata,14.82,approved
TXN002438,USR0301,BPCL,Fuel,132.74,2024-03-24 22:08:35,Bangalore,0.87,approved
TXN002439,USR0233,Nykaa,Shopping,706.62,2024-03-24 22:18:07,Chennai,21.7,approved
TXN002440,USR0296,Spencer's,Groceries,150.46,2024-03-24 22:24:55,Mumbai,4.14,approved
TXN002441,USR0279,Zepto,Groceries,218.46,2024-03-24 22:30:40,Chennai,3.85,approved
TXN002442,USR0009,Airtel,Utilities,682.63,2024-03-24 22:44:14,Kanpur,151.07,approved
TXN002443,USR0033,Haldiram's,Dining,607.8,2024-03-24 22:56:54,Kanpur,6.63,approved
TXN002444,USR0146,Hotstar,Entertainment,330.9,2024-03-25 00:53:33,Bangalore,5.71,approved
TXN002445,USR0257,Meesho,Shopping,1544.38,2024-03-25 01:29:36,Kanpur,74.05,approved
TXN002446,USR0057,INOX,Entertainment,126.64,2024-03-25 03:11:25,Kanpur,3.86,approved
TXN002447,USR0118,Barbeque Nation,Dining,470.8,2024-03-25 03:34:47,Bangalore,9.85,approved
TXN002448,USR0227,Hotstar,Entertainment,498.8,2024-03-25 05:31:10,Mumbai,10.12,approved
TXN002449,USR0381,Ola Cabs,Travel,8504.49,2024-03-25 06:17:58,Delhi,0.0,declined
TXN002450,USR0141,Ola Cabs,Travel,9608.31,2024-03-25 10:12:54,Delhi,207.23,approved
TXN002451,USR0268,McDonald's,Dining,272.95,2024-03-25 12:49:55,Pune,13.64,approved
TXN002452,USR0368,Nykaa,Shopping,2619.99,2024-03-25 16:10:48,Kanpur,88.24,approved
TXN002453,USR0381,Reliance Digital,Electronics,8678.88,2024-03-25 18:12:02,Kolkata,,approved
TXN002454,USR0034,Amazon,Shopping,1303.69,2024-03-25 18:20:49,Chennai,270.23,approved
TXN002455,USR0326,Haldiram's,Dining,187.75,2024-03-25 18:26:01,Kolkata,4.59,approved
TXN002456,USR0009,Myntra,Shopping,2412.28,2024-03-25 18:45:09,Chennai,117.91,approved
TXN002457,USR0192,Indian Oil,Fuel,101.29,2024-03-25 19:10:22,Bangalore,0.65,approved
TXN002458,USR0203,Tata Power,Utilities,1425.66,2024-03-25 20:08:57,Mumbai,9.08,approved
TXN002459,USR0155,Amazon,Shopping,10.0,2024-03-25 20:21:13,Jaipur,,declined
TXN002460,USR0245,Shell,Fuel,142.3,2024-03-25 20:27:27,Bangalore,1.07,approved
TXN002461,USR0400,BigBasket,Groceries,16.83,2024-03-25 20:31:34,Kolkata,0.5,approved
TXN002462,USR0082,Myntra,Shopping,148.88,2024-03-25 20:47:01,Hyderabad,4.85,approved
TXN002463,USR0397,Ola Cabs,Travel,3643.55,2024-03-25 20:48:11,Bangalore,,declined
TXN002464,USR0081,INOX,Entertainment,339.13,2024-03-25 21:19:08,Mumbai,75.5,approved
TXN002465,USR0385,Shell,Fuel,121.26,2024-03-25 21:49:03,Kolkata,1.19,approved
TXN002466,USR0103,BookMyShow,Entertainment,331.18,2024-03-25 21:54:56,Delhi,11.45,approved
TXN002467,USR0312,Reliance Fresh,Groceries,252.6,2024-03-25 22:33:42,Jaipur,6.18,approved
TXN002468,USR0357,Amazon,Shopping,881.26,2024-03-25 23:42:17,Hyderabad,35.14,approved
TXN002469,USR0248,Samsung Plaza,Electronics,8217.94,2024-03-26 00:48:16,Bangalore,132.35,approved
TXN002470,USR0133,BookMyShow,Entertainment,92.71,2024-03-26 01:26:12,Pune,2.41,approved
TXN002471,USR0293,BookMyShow,Entertainment,487.8,2024-03-26 01:45:22,Jaipur,10.84,approved
TXN002472,USR0266,Swiggy,Dining,710.82,2024-03-26 03:13:02,Delhi,10.6,approved
TXN002473,USR0247,Haldiram's,Dining,389.08,2024-03-26 03:35:35,Delhi,9.18,approved
TXN002474,USR0261,HP Petrol Pump,Fuel,52.8,2024-03-26 03:45:00,Pune,0.28,approved
TXN002475,USR0325,Amazon,Shopping,666.4,2024-03-26 05:26:41,Delhi,7.82,approved
TXN002476,USR0375,McDonald's,Dining,513.95,2024-03-26 07:12:18,Mumbai,16.89,approved
TXN002477,USR0018,Dream11,Entertainment,259.1,2024-03-26 07:47:00,Delhi,8.35,approved
TXN002478,USR0087,Zomato,Dining,705.57,2024-03-26 08:38:32,Delhi,27.38,approved
TXN002479,USR0093,INOX,Entertainment,587.4,2024-03-26 08:47:02,Chennai,18.38,approved
TXN002480,USR0169,Zomato,Dining,747.51,2024-03-26 09:36:42,Jaipur,31.51,approved
TXN002481,USR0204,Barbeque Nation,Dining,669.98,2024-03-26 13:11:19,Mumbai,32.74,approved
TXN002482,USR0181,Apollo Pharmacy,Healthcare,528.11,2024-03-26 14:50:26,Kolkata,,approved
TXN002483,USR0327,Spencer's,Groceries,355.71,2024-03-26 16:17:09,Bangalore,9.1,approved
TXN002484,USR0093,Reliance Fresh,Groceries,167.56,2024-03-26 18:18:31,Kolkata,0.0,declined
TXN002485,USR0280,Apple Store,Electronics,9026.74,2024-03-26 18:56:56,Mumbai,,approved
TXN002486,USR0205,Croma,Electronics,1534.88,2024-03-26 19:28:11,Mumbai,25.6,approved
TXN002487,USR0302,Amazon,Shopping,1025.42,2024-03-26 19:30:07,Delhi,18.94,approved
TXN002488,USR0076,INOX,Entertainment,233.21,2024-03-26 20:03:57,Kanpur,4.03,approved
TXN002489,USR0238,Vijay Sales,Electronics,4968.69,2024-03-26 20:06:35,Chennai,0.0,declined
TXN002490,USR0374,Spencer's,Groceries,163.88,2024-03-26 20:35:26,Pune,4.42,approved
TXN002491,USR0153,Amazon,Shopping,1444.49,2024-03-26 20:37:19,Hyderabad,63.7,approved
TXN002492,USR0295,Netmeds,Healthcare,426.89,2024-03-26 21:25:13,Pune,12.33,approved
TXN002493,USR0382,Reliance Fresh,Groceries,309.45,2024-03-26 21:51:02,Hyderabad,8.79,approved
TXN002494,USR0353,Indian Oil,Fuel,98.27,2024-03-26 22:14:08,Delhi,0.78,approved
TXN002495,USR0150,INOX,Entertainment,122.52,2024-03-26 22:18:23,Kanpur,0.0,declined
TXN002496,USR0394,Zomato,Dining,688.78,2024-03-26 22:27:20,Bangalore,18.37,approved
TXN002497,USR0246,Vijay Sales,Electronics,3658.43,2024-03-26 22:35:13,Delhi,48.36,approved
TXN002498,USR0050,IRCTC,Travel,4390.91,2024-03-26 22:38:01,Pune,0.0,declined
TXN002499,USR0389,Medanta,Healthcare,763.72,2024-03-26 22:55:52,Bangalore,,approved
TXN002500,USR0298,INOX,Entertainment,286.75,2024-03-26 23:51:31,Pune,5.28,approved
TXN002501,USR0091,PharmEasy,Healthcare,1463.74,2024-03-27 00:20:26,Delhi,0.0,declined
TXN002502,USR0144,Apollo Pharmacy,Healthcare,933.12,2024-03-27 00:50:34,Kolkata,12.14,approved
TXN002503,USR0374,Essar Fuel,Fuel,87.49,2024-03-27 01:33:32,Hyderabad,0.0,declined
TXN002504,USR0039,McDonald's,Dining,697.98,2024-03-27 02:22:45,Jaipur,25.33,approved
TXN002505,USR0239,Meesho,Shopping,10.0,2024-03-27 02:31:15,Kanpur,0.19,approved
TXN002506,USR0273,Cleartrip,Travel,3648.75,2024-03-27 02:54:19,Delhi,209.09,approved
TXN002507,USR0056,Essar Fuel,Fuel,68.56,2024-03-27 04:30:48,Delhi,0.49,approved
TXN002508,USR0181,DMart,Groceries,193.16,2024-03-27 05:28:36,Delhi,3.24,approved
TXN002509,USR0300,Essar Fuel,Fuel,102.24,2024-03-27 05:49:54,Delhi,0.99,approved
TXN002510,USR0043,PVR Cinemas,Entertainment,462.23,2024-03-27 06:16:22,Bangalore,12.68,approved
TXN002511,USR0350,Reliance Digital,Electronics,8015.36,2024-03-27 06:18:51,Mumbai,0.0,declined
TXN002512,USR0371,Ola Cabs,Travel,4172.68,2024-03-27 06:20:49,Jaipur,0.0,declined
TXN002513,USR0371,Nykaa,Shopping,2497.26,2024-03-27 06:24:49,Kanpur,0.0,declined
TXN002514,USR0371,MakeMyTrip,Travel,5698.52,2024-03-27 06:55:49,Delhi,0.0,declined
TXN002515,USR0193,Reliance Fresh,Groceries,94.13,2024-03-27 07:27:08,Pune,2.24,approved
TXN002516,USR0183,Hotstar,Entertainment,10.0,2024-03-27 09:02:43,Kolkata,0.34,approved
TXN002517,USR0337,Tata Power,Utilities,455.76,2024-03-27 12:32:07,Kolkata,6.58,approved
TXN002518,USR0320,Zepto,Groceries,102.49,2024-03-27 16:22:03,Pune,2.25,approved
TXN002519,USR0136,Nykaa,Shopping,1723.59,2024-03-27 16:58:54,Kanpur,,declined
TXN002520,USR0394,Zomato,Dining,691.44,2024-03-27 17:58:05,Bangalore,26.64,approved
TXN002521,USR0278,IRCTC,Travel,7273.31,2024-03-27 18:39:32,Hyderabad,179.97,approved
TXN002522,USR0385,Tata Power,Utilities,1076.25,2024-03-27 18:42:41,Bangalore,11.04,approved
TXN002523,USR0028,Myntra,Shopping,1256.14,2024-03-27 18:46:22,Mumbai,26.16,approved
TXN002524,USR0295,BookMyShow,Entertainment,273.62,2024-03-27 19:07:00,Delhi,7.46,approved
TXN002525,USR0110,Shell,Fuel,29.0,2024-03-27 19:31:33,Kolkata,0.21,approved
TXN002526,USR0393,DMart,Groceries,277.36,2024-03-27 19:32:24,Bangalore,4.95,approved
TXN002527,USR0109,Shell,Fuel,73.38,2024-03-27 20:21:31,Kanpur,0.38,approved
TXN002528,USR0045,Swiggy,Dining,444.49,2024-03-27 20:57:36,Mumbai,21.0,approved
TXN002529,USR0327,Meesho,Shopping,10.0,2024-03-27 21:01:54,Chennai,0.37,approved
TXN002530,USR0287,Vijay Sales,Electronics,7823.28,2024-03-27 21:06:01,Mumbai,0.0,declined
TXN002531,USR0021,Ola Cabs,Travel,4250.36,2024-03-27 21:29:09,Chennai,227.22,approved
TXN002532,USR0221,HP Petrol Pump,Fuel,78.49,2024-03-27 21:30:55,Mumbai,0.73,approved
TXN002533,USR0069,Swiggy,Dining,604.26,2024-03-27 22:43:38,Hyderabad,16.9,approved
TXN002534,USR0205,Lenskart,Healthcare,773.81,2024-03-28 00:32:20,Delhi,11.99,approved
TXN002535,USR0032,Shell,Fuel,116.49,2024-03-28 00:58:06,Bangalore,0.86,approved
TXN002536,USR0091,Dream11,Entertainment,450.19,2024-03-28 01:32:52,Bangalore,15.38,approved
TXN002537,USR0066,PVR Cinemas,Entertainment,43.74,2024-03-28 02:17:09,Pune,1.11,approved
TXN002538,USR0373,Hotstar,Entertainment,160.24,2024-03-28 02:19:31,Hyderabad,4.34,approved
TXN002539,USR0108,DMart,Groceries,183.25,2024-03-28 03:34:12,Kolkata,4.15,approved
TXN002540,USR0081,Amazon,Shopping,1593.83,2024-03-28 04:36:36,Pune,42.29,approved
TXN002541,USR0078,Hotstar,Entertainment,266.72,2024-03-28 08:08:33,Bangalore,3.19,approved
TXN002542,USR0016,Jio,Utilities,252.25,2024-03-28 09:32:25,Kanpur,1.57,approved
TXN002543,USR0263,Airtel,Utilities,1133.31,2024-03-28 09:46:36,Delhi,12.63,approved
TXN002544,USR0235,Hotstar,Entertainment,127.58,2024-03-28 10:55:48,Kanpur,1.28,approved
TXN002545,USR0219,Indian Oil,Fuel,126.15,2024-03-28 11:19:55,Delhi,0.81,approved
TXN002546,USR0197,Nykaa,Shopping,1740.2,2024-03-28 12:46:36,Mumbai,64.83,approved
TXN002547,USR0019,HP Petrol Pump,Fuel,112.89,2024-03-28 12:49:27,Bangalore,0.98,approved
TXN002548,USR0228,Essar Fuel,Fuel,108.99,2024-03-28 14:55:22,Delhi,0.64,approved
TXN002549,USR0384,BookMyShow,Entertainment,567.07,2024-03-28 16:57:12,Delhi,13.02,approved
TXN002550,USR0268,Netmeds,Healthcare,1215.15,2024-03-28 18:14:18,Pune,20.77,approved
TXN002551,USR0370,Zepto,Groceries,10.0,2024-03-28 18:37:54,Chennai,1.26,approved
TXN002552,USR0263,Vijay Sales,Electronics,3689.43,2024-03-28 18:40:02,Delhi,65.95,approved
TXN002553,USR0301,Ola Cabs,Travel,7371.51,2024-03-28 19:00:50,Bangalore,173.49,approved
TXN002554,USR0135,MakeMyTrip,Travel,6923.57,2024-03-28 19:40:36,Jaipur,305.89,approved
TXN002555,USR0076,Zepto,Groceries,277.96,2024-03-28 19:49:32,Pune,7.38,approved
TXN002556,USR0336,Apple Store,Electronics,7197.69,2024-03-28 21:07:05,Bangalore,137.37,approved
TXN002557,USR0365,Nykaa,Shopping,1950.89,2024-03-28 21:47:40,Hyderabad,77.35,approved
TXN002558,USR0176,McDonald's,Dining,639.21,2024-03-28 21:47:53,Pune,128.76,approved
TXN002559,USR0028,BookMyShow,Entertainment,301.02,2024-03-28 22:39:32,Jaipur,6.06,approved
TXN002560,USR0069,Essar Fuel,Fuel,106.13,2024-03-28 23:14:48,Bangalore,0.98,approved
TXN002561,USR0332,Tata Power,Utilities,456.37,2024-03-29 01:13:52,Kolkata,4.32,approved
TXN002562,USR0151,Shell,Fuel,44.75,2024-03-29 03:34:28,Kolkata,0.39,approved
TXN002563,USR0377,Zomato,Dining,276.19,2024-03-29 04:30:17,Kolkata,12.36,approved
TXN002564,USR0069,Indian Oil,Fuel,151.57,2024-03-29 07:29:13,Mumbai,1.15,approved
TXN002565,USR0380,Indian Oil,Fuel,132.58,2024-03-29 08:37:55,Kanpur,0.7,approved
